-12 0 50 250 550 168 132 1 1
-12 -15 49.775 250.225 538 168 132 1 1
-12 -30 49.1 250.9 526 168 132 1 1
-12 -45 47.975 252.025 514 168 132 1 1
-12 -60 46.4 253.6 502 168 132 1 1
-12 -75 44.375 255.625 490 168 132 1 1
-12 -90 41.9 258.1 478 168 132 1 1
-12 -105 38.975 261.025 466 168 132 1 1
-12 -120 35.6 264.4 454 168 132 1 1
-12 -135 31.775 268.225 442 168 132 1 1
-12 -150 27.5 272.5 430 168 132 1 1
-12 -165 22.775 277.225 418 168 132 1 1
-12 -180 17.6 282.4 406 168 132 1 1
-12 -195 11.975 288.025 394 168 132 1 1
-12 -210 5.9 294.1 382 168 132 1 1
-12 0 0 263 370 168 132 1 -100
-12 0 0 263 358 168 132 1 -100
-12 0 0 263 346 168 132 1 -100
-12 0 0 263 334 168 132 1 -100
-12 0 0 263 322 168 132 1 -100
-12 0 0 263 310 168 132 1 -100
-12 0 0 263 298 168 132 1 -100
-12 0 0 263 286 168 132 1 -100
-12 0 0 263 274 168 132 1 -100
-12 0 0 263 262 168 132 1 -100
-12 0 0 263 250 168 132 1 -100
-12 0 0 263 238 168 132 1 -100
-12 0 0 263 226 168 132 1 -100
-12 0 0 263 214 168 132 1 -100
-12 0 0 263 202 168 132 1 -100
-12 0 0 263 190 168 132 1 -100
-12 0 0 263 178 168 132 1 -100
-12 0 0 263 166 168 132 1 -100
-12 0 0 263 154 168 132 1 -100
-12 0 0 263 142 168 132 1 -100
-12 0 0 263 130 168 132 1 -100
-12 0 0 263 118 168 132 1 -100
-12 0 0 263 106 168 132 1 -100
-12 0 0 263 94 168 132 1 -100
-12 0 0 263 82 168 132 1 -100
-12 0 0 263 70 168 132 1 -100
-12 0 0 263 58 168 132 1 -100
-12 0 0 263 550 136 94 1 -100
-12 0 0 263 538 136 94 1 -100
-12 0 0 263 526 136 94 1 -100
-12 0 0 263 514 136 94 1 -100
-12 0 0 263 502 136 94 1 -100
-12 0 0 263 490 136 94 1 -100
-12 0 0 263 478 136 94 1 -100
-12 0 0 263 466 136 94 1 -100
-12 0 0 263 454 136 94 1 -100
-12 0 0 263 442 136 94 1 -100
-12 0 0 263 430 136 94 1 -100
-12 0 0 263 418 136 94 1 -100
-12 0 0 263 406 136 94 1 -100
-12 0 0 263 394 136 94 1 -100
-12 0 0 263 382 136 94 1 -100
-12 0 0 263 370 136 94 1 -100
-12 0 0 263 358 136 94 1 -100
-12 0 0 263 346 136 94 1 -100
-12 0 0 263 334 136 94 1 -100
-12 0 0 263 322 136 94 1 -100
-12 0 0 263 310 136 94 1 -100
-12 0 0 263 298 136 94 1 -100
-12 0 0 263 286 136 94 1 -100
-12 0 0 263 274 136 94 1 -100
-12 0 0 263 262 136 94 1 -100
-12 0 0 263 250 136 94 1 -100
-12 0 0 263 238 136 94 1 -100
-12 0 0 263 226 136 94 1 -100
-12 0 0 263 214 136 94 1 -100
-12 0 0 263 202 136 94 1 -100
-12 0 0 263 190 136 94 1 -100
-12 0 0 263 178 136 94 1 -100
-12 0 0 263 166 136 94 1 -100
-12 0 0 263 154 136 94 1 -100
-12 0 0 263 142 136 94 1 -100
-12 0 0 263 130 136 94 1 -100
-12 0 0 263 118 136 94 1 -100
-12 0 0 263 106 136 94 1 -100
-12 0 0 263 94 136 94 1 -100
-12 0 0 263 82 136 94 1 -100
-12 0 0 263 70 136 94 1 -100
-12 0 0 263 58 136 94 1 -100
-12 0 0 263 550 139 91 1 -100
-12 0 0 263 538 139 91 1 -100
-12 0 0 263 526 139 91 1 -100
-12 0 0 263 514 139 91 1 -100
-12 0 0 263 502 139 91 1 -100
-12 0 0 263 490 139 91 1 -100
-12 0 0 263 478 139 91 1 -100
-12 0 0 263 466 139 91 1 -100
-12 0 0 263 454 139 91 1 -100
-12 0 0 263 442 139 91 1 -100
-12 0 0 263 430 139 91 1 -100
-12 0 0 263 418 139 91 1 -100
-12 0 0 263 406 139 91 1 -100
-12 0 0 263 394 139 91 1 -100
-12 0 0 263 382 139 91 1 -100
-12 0 0 263 370 139 91 1 -100
